P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12.1,P12.2,P12.3,P12.4,P12.5,P12.6,P12.7,P12.8,P12.9,P13,P14,P15,P16,P17.1,P17.2,P17.3,P17.4,P17.5,P17.6,P18,P19,P20.1,P20.2,P20.3,P20.4,P20.5,P20.6,P20.7,P21.1,P21.2,P21.3,P22.1,P22.2,P22.3,P23,P24.1,P24.2,P24.3,P24.4,P24.5,P24.6,P12.I,P17.I,P20.I,P22.I,P24.I
Mujer,Española,Entre 45 y 54 años,Título Universitario,Carrús,Trabajador por cuenta ajena,Resto sector servicios,Menos de 10 años cotizados,Muy poco responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Más,Ni ha disminuido ni ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,6,4,8,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,No,No,18,6,6,2,4
Mujer,Española,Entre 45 y 54 años,Educación Primaria,El Pla,En paro,Calzado,Menos de 10 años cotizados,Poco responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Ninguna,Poca,Moderada o mucha,Poca,Poca,NS-NC,Más,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,No,No,Sí,No,Sí,No,Sí,3,1,0,En desacuerdo,En desacuerdo,En desacuerdo,Sí,Sí,Sí,No,Sí,Sí,No,11,4,3,0,4
Hombre,Española,Entre 35 y 44 años,Educación Primaria,Carrús,En paro,Otro,Menos de 10 años cotizados,Poco responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,NS-NC,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Más,Ni ha disminuido ni ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,8,8,4,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,No,Sí,Sí,Sí,14,5,6,2,4
Hombre,Española,Entre 55 y 64 años,Educación Primaria,Altabix,Jubilado/Pensionista,Calzado,31 o más años cotizados,En general responsables,Muy responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,NS-NC,NS-NC,NS-NC,Moderada o mucha,NS-NC,NS-NC,NS-NC,Moderada o mucha,Más,Ni ha disminuido ni ha aumentado,No,Empresario,Sí,No,Sí,No,Sí,Sí,Otro,Sí,Sí,No,Sí,No,Sí,Sí,Sí,6,5,1,De acuerdo,En desacuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,6,4,5,2,5
Hombre,Española,Entre 55 y 64 años,Bachillerato,Carrús,En paro,Construcción,Entre 21 y 30 años cotizados,Poco responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,NS-NC,Moderada o mucha,Ninguna,NS-NC,NS-NC,NS-NC,NS-NC,Moderada o mucha,NS-NC,Ha disminuido,No,Empresario,Sí,Sí,Sí,No,Sí,Sí,Lo que diga la ley,Sí,No,No,No,No,Sí,No,Sí,5,4,0,De acuerdo,De acuerdo,En desacuerdo,Sí,No,Sí,Sí,Sí,Sí,No,6,5,2,2,4
Mujer,Española,Entre 55 y 64 años,Educación Primaria,El Pla,Trabajador por cuenta ajena,Hostelería-Turismo,Entre 10 y 20 años cotizados,Poco responsables,Poco responsables,Frecuentes: 2 personas de cada 4,NS-NC,Moderada o mucha,NS-NC,NS-NC,NS-NC,Moderada o mucha,Moderada o mucha,NS-NC,NS-NC,Más,Ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,No,Sí,Sí,Lo que diga la ley,Sí,No,No,No,No,No,No,No,6,3,0,En desacuerdo,De acuerdo,De acuerdo,Sí,No,Sí,Sí,Sí,Sí,No,6,5,0,2,4
Hombre,Española,Entre 55 y 64 años,Bachillerato,Carrús,Trabajador por cuenta ajena,Sanidad,Entre 21 y 30 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,Poca,Ninguna,Poca,NS-NC,Moderada o mucha,Poca,NS-NC,Más,Ha disminuido,Sí,A nadie (a largo plazo),Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,No,No,Sí,No,Sí,No,Sí,6,4,6,De acuerdo,En desacuerdo,De acuerdo,Sí,Sí,No,Sí,Sí,Sí,Sí,8,4,3,2,4
Mujer,Española,Entre 55 y 64 años,Formación Profesional,El Pla,Jubilado/Pensionista,Nunca ha trabajado,Menos de 10 años cotizados,Poco responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,Más,Ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,No,Sí,Sí,Sí,Sí,No,Sí,0,0,0,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,2,4,5,2,5
Mujer,Española,Entre 45 y 54 años,Formación Profesional,El Pla,Trabajador por cuenta ajena,Sanidad,Menos de 10 años cotizados,En general responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,NS-NC,NS-NC,NS-NC,Moderada o mucha,Moderada o mucha,Moderada o mucha,Ninguna,Poca,Igual,Ni ha disminuido ni ha aumentado,Sí,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,No,No,Sí,No,Sí,No,No,3,0,0,En desacuerdo,En desacuerdo,En desacuerdo,Sí,No,No,Sí,Sí,Sí,Sí,9,6,2,0,3
Mujer,Española,De 65 en adelante,Educación Primaria,Carrús,Jubilado/Pensionista,Calzado,31 o más años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,Más,Ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,No,No,No,Otro,Sí,No,No,Sí,Sí,Sí,No,Sí,4,0,7,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,2,3,4,3,5
Hombre,Española,Entre 18 y 24 años,Título Universitario,Carrús,Estudiante,Estudiando,Nunca he cotizado,Poco responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,Poca,Poca,Moderada o mucha,Moderada o mucha,Poca,Poca,NS-NC,Más,Ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,3,3,0,De acuerdo,De acuerdo,De acuerdo,Sí,No,No,Sí,Sí,Sí,Sí,11,6,6,3,3
Mujer,Española,Entre 35 y 44 años,Educación secundaria,Torrellano,En paro,Resto sector servicios,Menos de 10 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Ninguna,Poca,Moderada o mucha,NS-NC,Moderada o mucha,NS-NC,Más,Ni ha disminuido ni ha aumentado,No,A nadie (a largo plazo),No,Sí,Sí,No,No,Sí,Lo que diga la ley,No,No,No,Sí,No,Sí,No,Sí,8,4,9,De acuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,No,No,10,3,3,2,4
Hombre,Española,De 65 en adelante,Educación Primaria,El Pla,Jubilado/Pensionista,Otro,31 o más años cotizados,Muy responsables,Muy responsables,Poco frecuentes: 1 persona de cada 4,Poca,Poca,Moderada o mucha,Ninguna,Poca,Ninguna,Ninguna,Ninguna,Poca,Menos,Ha disminuido,No,A nadie (a largo plazo),Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,1,4,1,En desacuerdo,En desacuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,No,Sí,6,6,6,0,4
Hombre,Extranjera,Entre 45 y 54 años,Título Universitario,Altabix,Trabajador autónomo,Educación,Menos de 10 años cotizados,En general responsables,Poco responsables,Poco frecuentes: 1 persona de cada 4,NS-NC,Poca,Poca,Ninguna,Poca,Poca,Poca,Poca,NS-NC,Igual,Ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,No,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,4,3,4,En desacuerdo,En desacuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,6,5,6,1,5
Mujer,Española,Entre 25 y 34 años,Formación Profesional,Altabix,Trabajador autónomo,Resto sector servicios,Menos de 10 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,NS-NC,Poca,Moderada o mucha,Moderada o mucha,Poca,NS-NC,Igual,Ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,Sí,Sí,Sí,Otro,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,5,2,7,De acuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,11,6,6,2,5
Hombre,Española,Entre 18 y 24 años,Bachillerato,El Pla,Estudiante,Estudiando,Nunca he cotizado,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Poca,Poca,Moderada o mucha,Poca,Moderada o mucha,Moderada o mucha,Poca,Poca,NS-NC,Igual,Ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,No,No,Sí,Otro,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,3,4,3,En desacuerdo,De acuerdo,De acuerdo,Sí,No,No,Sí,Sí,Sí,No,11,4,7,2,3
Mujer,Española,Entre 45 y 54 años,Educación secundaria,Altabix,Trabajador por cuenta ajena,Calzado,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,Ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,NS-NC,No,No,No,No,Sí,No,Sí,3,0,3,De acuerdo,En desacuerdo,En desacuerdo,Quizás,Sí,Sí,No,Sí,Sí,Sí,2,6,2,1,4
Hombre,Española,Entre 25 y 34 años,Bachillerato,Carrús,En paro,Resto sector servicios,Menos de 10 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,Moderada o mucha,Poca,Poca,Poca,Ninguna,Poca,NS-NC,Igual,Ni ha disminuido ni ha aumentado,Sí,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,NS-NC,Sí,No,No,Sí,Sí,Sí,No,Sí,3,3,0,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,No,No,No,No,9,6,4,2,2
Mujer,Española,Entre 25 y 34 años,Título Universitario,Altet,Trabajador por cuenta ajena,Educación,Entre 10 y 20 años cotizados,Muy responsables,En general responsables,Poco frecuentes: 1 persona de cada 4,Poca,Poca,Poca,Ninguna,Poca,Moderada o mucha,Moderada o mucha,Poca,Poca,Igual,Ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,No,Sí,Sí,No,Sí,No,Sí,0,0,0,En desacuerdo,En desacuerdo,En desacuerdo,Sí,Sí,Sí,No,No,No,No,10,6,4,0,2
Hombre,Española,Entre 55 y 64 años,Educación Primaria,El Pla,Trabajador autónomo,Calzado,31 o más años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,NS-NC,Moderada o mucha,Ninguna,Moderada o mucha,Moderada o mucha,Moderada o mucha,NS-NC,Moderada o mucha,NS-NC,Ni ha disminuido ni ha aumentado,Sí,A nadie (a largo plazo),Sí,No,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,No,No,Sí,No,Sí,No,Sí,2,2,6,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,12,5,3,2,5
Hombre,Española,Entre 35 y 44 años,Título Universitario,Ciutat Vella,En paro,Sanidad,Entre 10 y 20 años cotizados,Poco responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Más,Ha disminuido,Sí,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Otro,Sí,No,Sí,Sí,No,Sí,No,No,4,2,0,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,15,6,3,2,5
Hombre,Española,Entre 55 y 64 años,Título Universitario,El Pla,En paro,Calzado,31 o más años cotizados,En general responsables,Muy responsables,Poco frecuentes: 1 persona de cada 4,Poca,Poca,Poca,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Igual,Ni ha disminuido ni ha aumentado,No,Empresario,Sí,No,Sí,Sí,No,Sí,Otro,Sí,No,Sí,Sí,No,Sí,No,Sí,0,0,0,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,No,No,13,4,4,2,4
Mujer,Española,Entre 25 y 34 años,Título Universitario,Altabix,En paro,Sanidad,Menos de 10 años cotizados,Poco responsables,Poco responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Igual,Ni ha disminuido ni ha aumentado,Sí,Trabajador y empresario,No,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,No,Sí,No,No,Sí,No,Sí,0,2,0,En desacuerdo,De acuerdo,De acuerdo,Sí,No,No,Sí,Sí,Sí,No,18,3,3,2,3
Hombre,Española,De 65 en adelante,Educación Primaria,Altabix,Jubilado/Pensionista,Resto sector servicios,31 o más años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Igual,Ha disminuido,Sí,Empresario,Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,No,No,Sí,No,Sí,No,Sí,3,2,7,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,16,4,3,3,5
Hombre,Española,De 65 en adelante,Título Universitario,Carrús,Jubilado/Pensionista,Educación,31 o más años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Poca,Moderada o mucha,Moderada o mucha,Poca,NS-NC,Igual,Ha aumentado,No,Empresario,Sí,Sí,Sí,Sí,Sí,No,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,5,5,4,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,13,5,7,3,5
Mujer,Española,Entre 25 y 34 años,Educación Primaria,Carrús,Trabajador por cuenta ajena,Calzado,Entre 10 y 20 años cotizados,Poco responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Más,Ha aumentado,No,Trabajador y empresario,Sí,Sí,Sí,Sí,No,Sí,Lo que diga la ley,Sí,No,Sí,Sí,No,Sí,No,Sí,10,1,0,De acuerdo,De acuerdo,En desacuerdo,Sí,No,No,No,Sí,Sí,Sí,18,5,4,2,2
Mujer,Española,Entre 55 y 64 años,Sin estudios,El Pla,Ama/o de casa,Calzado,Nunca he cotizado,Poco responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,Moderada o mucha,Ninguna,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Más,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,Sí,Otro,Sí,No,Sí,Sí,No,Sí,No,Sí,5,6,4,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,No,No,Sí,Sí,14,4,4,2,3
Mujer,Española,Entre 55 y 64 años,Educación Primaria,Carrús,Trabajador por cuenta ajena,Servicio doméstico,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,NS-NC,NS-NC,NS-NC,Moderada o mucha,NS-NC,NS-NC,NS-NC,Más,Ni ha disminuido ni ha aumentado,NS-NC,Empresario,Sí,No,Sí,Sí,No,Sí,Otro,Sí,No,No,No,Sí,Sí,No,Sí,0,0,8,En desacuerdo,De acuerdo,De acuerdo,No,Sí,Sí,Sí,Sí,Sí,No,6,4,3,2,5
Hombre,Española,Entre 35 y 44 años,Educación Primaria,Carrús,En paro,Hostelería-Turismo,Entre 21 y 30 años cotizados,Poco responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,Poca,NS-NC,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Poca,Igual,Ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,Sí,No,Sí,Lo que diga la ley,Sí,No,Sí,Sí,No,Sí,Sí,Sí,7,6,9,En desacuerdo,De acuerdo,De acuerdo,Sí,No,No,Sí,Sí,Sí,No,12,5,5,2,3
Mujer,Española,Entre 45 y 54 años,Educación Primaria,Carrús,Trabajador por cuenta ajena,Servicio doméstico,Menos de 10 años cotizados,En general responsables,Muy responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Poca,Moderada o mucha,Más,Ni ha disminuido ni ha aumentado,No,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,3,0,7,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,15,6,6,3,5
Hombre,Española,De 65 en adelante,Sin estudios,Carrús,Jubilado/Pensionista,Otro,31 o más años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Ninguna,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Más,Ha disminuido,Sí,Empresario,Sí,No,Sí,Sí,Sí,Sí,Otro,Sí,No,No,Sí,No,Sí,No,Sí,0,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,No,Sí,Sí,Sí,Sí,No,14,5,3,3,4
Mujer,Española,Entre 55 y 64 años,Educación secundaria,Ciutat Vella,Ama/o de casa,Nunca ha trabajado,Nunca he cotizado,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Ninguna,Moderada o mucha,Moderada o mucha,Poca,Ninguna,Moderada o mucha,Más,Ni ha disminuido ni ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,1,2,2,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,12,6,6,3,5
Hombre,Española,Entre 55 y 64 años,Título Universitario,El Pla,Trabajador por cuenta ajena,Administración pública,31 o más años cotizados,Poco responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Igual,Ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,No,No,Sí,Sí,Sí,Sí,Sí,3,0,2,En desacuerdo,En desacuerdo,De acuerdo,Sí,Sí,Sí,No,Sí,Sí,Sí,17,6,5,1,4
Hombre,Española,Entre 45 y 54 años,Bachillerato,El Pla,En paro,Calzado,Entre 21 y 30 años cotizados,En general responsables,En general responsables,Poco frecuentes: 1 persona de cada 4,Moderada o mucha,Moderada o mucha,Poca,Ninguna,Moderada o mucha,NS-NC,Moderada o mucha,Poca,Poca,Menos,Ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,No,No,Sí,Sí,Sí,No,No,3,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,No,No,Sí,Sí,Sí,No,11,6,3,3,3
Mujer,Española,Entre 55 y 64 años,Educación Primaria,Torrellano,En paro,Calzado,Menos de 10 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Igual,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,No,Sí,Sí,No,Sí,NS-NC,Sí,0,0,0,De acuerdo,En desacuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,15,6,4,2,5
Hombre,Española,Entre 18 y 24 años,Bachillerato,El Pla,Estudiante,Resto sector servicios,Menos de 10 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Igual,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Otro,Sí,Sí,No,Sí,No,Sí,No,Sí,2,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,No,Sí,Sí,Sí,Sí,No,17,6,4,3,4
Hombre,Española,Entre 55 y 64 años,Educación Primaria,Carrús,Jubilado/Pensionista,Otro,31 o más años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Poca,Poca,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,NS-NC,Más,Ni ha disminuido ni ha aumentado,Sí,A nadie (a largo plazo),Sí,No,Sí,No,Sí,Sí,Lo que diga la ley,Sí,No,Sí,Sí,No,Sí,No,Sí,5,5,2,En desacuerdo,En desacuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,12,4,4,1,5
Mujer,Española,Entre 45 y 54 años,Educación secundaria,El Pla,Trabajador autónomo,Resto sector servicios,Entre 21 y 30 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Poca,Poca,Poca,Poca,Moderada o mucha,Moderada o mucha,Poca,Poca,Igual,Ha aumentado,No,A nadie (a largo plazo),Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,No,No,Sí,No,Sí,No,Sí,0,0,0,De acuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,12,6,3,2,5
Mujer,Española,Entre 45 y 54 años,Bachillerato,El Pla,En paro,Resto sector servicios,Menos de 10 años cotizados,Muy responsables,Muy responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Ninguna,Moderada o mucha,Moderada o mucha,Poca,Ninguna,Moderada o mucha,Más,Ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,No,Sí,Sí,NS-NC,Sí,No,Sí,Sí,No,Sí,No,Sí,2,0,0,En desacuerdo,De acuerdo,De acuerdo,Sí,No,No,Sí,Sí,Sí,No,12,5,4,2,3
Hombre,Española,Entre 35 y 44 años,Educación Primaria,Carrús,Trabajador por cuenta ajena,Calzado,Menos de 10 años cotizados,Poco responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Más,Ni ha disminuido ni ha aumentado,Sí,Trabajador y empresario,No,Sí,Sí,No,No,No,Nada,No,No,No,No,No,No,No,No,8,7,9,En desacuerdo,En desacuerdo,De acuerdo,No,No,No,No,No,No,Sí,17,2,0,1,0
Mujer,Española,Entre 55 y 64 años,Educación Primaria,Altabix,En paro,Calzado,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Poca,NS-NC,NS-NC,Moderada o mucha,Moderada o mucha,Moderada o mucha,NS-NC,NS-NC,Igual,Ni ha disminuido ni ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,Sí,Sí,NS-NC,Sí,Sí,No,Sí,No,Sí,Sí,Sí,7,6,1,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,NS-NC,9,5,5,3,5
Hombre,Española,De 65 en adelante,Sin estudios,Altabix,Jubilado/Pensionista,Calzado,31 o más años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,Ha disminuido,NS-NC,Empresario,Sí,Sí,Sí,No,No,No,Lo que diga la ley,Sí,Sí,No,Sí,No,Sí,No,Sí,0,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,No,Sí,Sí,Sí,0,3,4,3,4
Mujer,Española,De 65 en adelante,Educación Primaria,El Pla,Jubilado/Pensionista,Servicio doméstico,Menos de 10 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Ninguna,NS-NC,Moderada o mucha,Poca,Ninguna,NS-NC,Más,Ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,No,No,Sí,NS-NC,No,No,No,Sí,Sí,Sí,No,Sí,1,5,2,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,9,4,4,3,5
Hombre,Extranjera,Entre 45 y 54 años,Bachillerato,Torrellano,Trabajador autónomo,Calzado,Entre 21 y 30 años cotizados,Muy responsables,Muy responsables,Poco frecuentes: 1 persona de cada 4,Poca,Ninguna,Poca,Ninguna,Poca,Poca,Poca,Ninguna,Poca,NS-NC,Ni ha disminuido ni ha aumentado,No,A nadie (a largo plazo),Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,No,No,No,No,Sí,No,Sí,0,0,0,De acuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,No,No,6,6,2,2,4
Mujer,Española,Entre 45 y 54 años,Título Universitario,Ciutat Vella,Trabajador por cuenta ajena,Educación,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Poca,Poca,Poca,Ninguna,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Poca,Igual,Ni ha disminuido ni ha aumentado,Sí,A nadie (a largo plazo),Sí,No,Sí,No,No,Sí,Lo que diga la ley,Sí,Sí,Sí,No,Sí,Sí,No,Sí,5,5,5,En desacuerdo,De acuerdo,En desacuerdo,Sí,No,No,Sí,Sí,No,NS-NC,11,3,5,1,2
